sentence,np,vp,ner_rich
"This approach has each pair of consecutive  layers trained separately using an unsupervised model  similar to the one used in the Restricted Boltzman Machine  [47]; then the obtained parameters are frozen and a new  pair of layers are trained and stacked on top of the previous  ones.
","['This approach pair', 'consecutive layers', 'unsupervised model', 'Boltzman Machine [', ']', 'parameters', 'frozen new pair layers', 'stacked top previous ones']
","['trained separately using', 'used Restricted', 'obtained', 'trained'] 
",1
"This procedure can be repeated many times leading  to the development of a deeper architecture with respect  to the traditional neural nets.
","['This procedure', 'many times', 'development deeper architecture', 'traditional neural nets']
","['repeated', 'leading', 'respect'] 
",1
"Moreover, this unsupervised  pre-training approach has led to increasing neural net papers  when in 2014, for the first time, a neural model became  state-of-the-art in the speech recognition.
","['unsupervised pre-training approach', 'neural net papers', 'first time', 'neural model', 'state-of-the-art speech recognition']
","['led increasing', 'became'] 
",1
"In 2010, a large database, known as Imagenet containing  millions of labelled images was created and this was  coupled with an annual challenge called Large Scale Visual  Recognition Challenge.
","['large database', 'Imagenet', 'millions', 'images', 'coupled annual challenge', 'Large Scale Visual Recognition Challenge']
","['known', 'containing', 'labelled', 'created', 'called'] 
",1
"This competition requires teams of  researchers to build AI systems and they receive a score  based on how accurate their model is.
","['This competition', 'teams researchers', 'AI systems', 'score', 'accurate model']
","['requires', 'build', 'receive', 'based'] 
",1
"In the first two years  of the contest, the top models had an error rate of 28%  and 26%.
","['years', 'top models', 'rate', '%', '%']
","['error'] 
",0
"In 2012, Krizhevsky, Sutskever and Hinton [48]  submitted a solution that had an error rate of just 16% and  in 2015 the latest submitted models [49] were capable of  beating the human experts with an overall error of 5%.
","['Krizhevsky', 'Sutskever Hinton', ']', 'solution error rate', '%', 'models', ']', 'capable beating', 'human experts', '%']
","['[', 'submitted', 'submitted', '['] 
",1
"One  of the main components of this significant improvement, in  such a short time, was due to the extensive use of graphics  processing units (GPUs) for speeding up the training  procedure, thus allowing the use of larger models which also  meant a lower error rate in classification.
","['main components', 'significant improvement', 'short time', 'due extensive use graphics', 'units', 'GPUs', 'training procedure', 'use', 'models', 'error rate classification']
","['processing', 'speeding', 'thus allowing', 'also meant'] 
",1
"In the last 3 years researchers have also been working on  training deep neural nets that are capable of beating human  experts in different fields, similar to the solution used for  AlphaGo [50] or DeepStack [51]and in 2017, they overtook  human experts with 44000 played hands of poker.
","['years researchers', 'deep neural nets', 'human experts', 'different fields', 'similar solution', 'AlphaGo', '] DeepStack [', ']', 'human experts', 'hands poker']
","['also working training', 'beating', 'used', '[', 'played'] 
",1
"21 // Artificial Intelligence and Robotics
","['// Artificial Intelligence Robotics']
","[] 
",0
"1985:   Boltzmann Machines
","['Boltzmann Machines']
","[] 
",0
"Boltzmann Machines represent a type of neural network modelled by using stochastic  units with a specific distribution (for example Gaussian).
","['Boltzmann Machines represent type', 'neural network', 'stochastic units', 'specific distribution', 'example Gaussian']
","['modelled using'] 
",0
"Learning procedure involves  several steps called Gibbs sampling, which gradually adjust the weights to minimize  the reconstruction error.
","['procedure', 'several steps', 'Gibbs sampling', 'adjust weights', 'reconstruction error']
","['Learning', 'involves', 'called', 'minimize'] 
",1
"They are useful if it is required to model probabilistic  relationships between variables.
","['required model', 'probabilistic relationships variables']
","['useful'] 
",0
"A variant of this machine is the Restricted Boltzmann  Machines where the visible and hidden units are restricted to form a bipartite graph  that allows implementation of more efficient training algorithms.
","['A variant machine Restricted Boltzmann Machines', 'visible hidden units', 'form bipartite graph', 'implementation', 'efficient training algorithms']
","['restricted', 'allows'] 
",1
"1986:   AutoEncoder
","['AutoEncoder']
","[] 
",0
"An Autoencoder is a neural network designed to extract features directly from the  data.
","['An Autoencoder', 'neural network', 'extract', 'data']
","['designed', 'features'] 
",1
"This network has the same number of input and output nodes and it is trained  using an unsupervised approach to recreate the input vector rather than to assign a  class label to it.
","['This network number input output nodes', 'unsupervised approach recreate input vector', 'assign class label']
","['trained using'] 
",0
"Usually, the number of hidden units is smaller than the input/output  layers, which achieve encoding of the data in a lower dimensional space and extract  the most discriminative features.
","['number', 'units', 'input/output layers', 'data', 'dimensional space extract', 'discriminative features']
","['hidden', 'achieve encoding'] 
",1
"1987:   Convolutional neural network (CNN)
","['Convolutional neural network', 'CNN']
","[] 
",0
"CNNs have been proposed to process efficiently imagery data.
","['CNNs', 'process', 'data']
","['proposed'] 
",0
"The name of these  networks comes from the convolution operator that provides an easy way to perform  complex operations using convolution filter.
","['The name networks', 'convolution operator', 'easy way perform', 'complex operations', 'convolution filter']
","['comes', 'provides', 'using'] 
",1
"CNNs use locally connected neurons  that represent data specific kernels.
","['CNNs use', 'neurons', 'data', 'specific kernels']
","['locally connected', 'represent'] 
",1
"The main advantage of a CNN is that during  back-propagation, the network has to adjust a number of parameters equal to a  single instance of the kernel which drastically reduces the connections from the  typical neural network.
","['The main advantage CNN back-propagation', 'network', 'adjust number parameters', 'equal single instance kernel', 'reduces connections', 'typical neural network']
","[] 
",0
"The concept of CNN is inspired by the neurobiological model  of the visual cortex and can be briefly summarized as a sequence of convolution and  subsampling of the image until high level features can be extracted.
","['The concept CNN', 'neurobiological model', 'visual cortex briefly', 'sequence convolution', 'image', 'high level features']
","['inspired', 'summarized', 'subsampling', 'extracted'] 
",1
"1989:   Recurrent neural nets (RNN)
","['Recurrent neural nets', 'RNN']
","[] 
",0
"RNN is a neural network that contains hidden units capable of analysing streams  of data.
","['RNN', 'neural network contains', 'units', 'streams data']
","['hidden', 'analysing'] 
",1
"Since RNN suffers from the vanishing gradient and exploding gradient  problems, a variation called Long Short-Term Memory units (LSTMs) was proposed in  1997 to solve this problem.
","['RNN suffers', 'gradient', 'gradient problems', 'variation', 'Short-Term Memory units', 'LSTMs', 'solve problem']
","['vanishing', 'exploding', 'called', 'proposed'] 
",1
"Specifically, LSTM is particularly suitable for applications  where there are very long time lags of unknown sizes between important events.
","['LSTM', 'suitable applications', 'long time', 'unknown sizes', 'important events']
","['lags'] 
",0
"RNN and LSTM share the same weights across all steps that greatly reduce the total  number of parameters that the network needs to learn.
","['RNN LSTM share weights', 'steps', 'total number parameters network needs']
","['greatly reduce', 'learn'] 
",1
"RNNs have shown great  successes in many Natural Language Processing tasks such as language modelling,  bioinformatics, speech recognition and generating image description.
","['RNNs', 'great successes', 'many Natural Language Processing tasks language modelling', 'bioinformatics', 'speech recognition', 'image description']
","['shown', 'generating'] 
",1
"HIDDEN LAYER
","['HIDDEN LAYER']
","[] 
",0
"OUTPUT LAYERINPUT LAYER
","['OUTPUT LAYERINPUT LAYER']
","[] 
",0
"HIDDEN LAYER
","['HIDDEN LAYER']
","[] 
",0
"OUTPUT STREAM
","['OUTPUT STREAM']
","[] 
",0
"MEMORY
","['MEMORY']
","[] 
",0
"INPUT STREAM
","['INPUT STREAM']
","[] 
",0
"O t-2
","['O t-2']
","[] 
",0
"O t-1
","['O t-1']
","[] 
",0
"O t
","['O']
","[] 
",0
"O t+1
","['O t+1']
","[] 
",0
"S t-2
","['S t-2']
","[] 
",0
"S t-1
","['S t-1']
","[] 
",0
"S t
","['S']
","[] 
",0
"S t+1
","['S t+1']
","[] 
",0
"Y t-2
","[]
","[] 
",0
"Y t-1
","[]
","[] 
",0
"Y t1
","['Y t1']
","[] 
",0
"Y t+1
","['Y t+1']
","[] 
",0
"1 1975 1980 1985 1990 1995 2000 2010 2015
","[]
","[] 
",0
"10
","[]
","[] 
",0
"100
","[]
","[] 
",0
"1000
","[]
","[] 
",0
"     10000
","[]
","[] 
",0
"100000
","[]
","[] 
",0
"1000000
","[]
","[] 
",0
"10000000
","[]
","[] 
",0
"Transistors (Thousands)
","['Transistors']
","[] 
",0
"Frequency (MHz)
","['Frequency', 'MHz']
","[] 
",0
"2005
","[]
","[] 
",0
"Typical Power (Watts)
","['Typical Power', 'Watts']
","[] 
",0
"Number of Cores
","['Number Cores']
","[] 
",0
"History of general-purpose CPUs:  Evolution of the main characteristics
","['History', 'general-purpose CPUs', 'Evolution', 'main characteristics']
","[] 
",0
"Intel® 8080
","['Intel®']
","[] 
",0
"Motorola  680000
","['Motorola']
","[] 
",0
"Mips  r2000
","['Mips r2000']
","[] 
",0
"Am386 Intel®  Pentium Pro
","['Am386 Intel® Pentium Pro']
","[] 
",0
"Intel®  Pentium III
","['Intel® Pentium III']
","[] 
",0
"Intel®  Pentium M
","['Intel® Pentium M']
","[] 
",0
"Intel®  Core i7
","['Intel® Core i7']
","[] 
",0
"Intel® Xeon  Phi™
","['Intel® Xeon Phi™']
","[] 
",0
"Intel® otorola® Mo psMip Am386 Intel® Intel® Intel® Intel® Intel® Xeon
","['Intel®', 'Mo', 'Am386 Intel® Intel® Intel® Intel® Intel® Xeon']
","['psMip'] 
",0
"Figure 7 History of general-purpose CPUs: Evolution of the main characteristics
","['Figure', 'History', 'general-purpose CPUs', 'Evolution', 'main characteristics']
","[] 
",0
"Artificial Intelligence and Robotics  // 22
","['Artificial Intelligence Robotics']
","['//'] 
",0
"In 1965, Gordon Moore observed that the number  of transistors, in a dense integrated circuit, doubles  approximately every year.
","['Gordon Moore', 'number transistors', 'dense', 'circuit', 'doubles', 'every year']
","['observed', 'integrated'] 
",1
